pid,event_id,dt,ts,duration_in_sec,store_id,floor_id,pair_id,pid_dt,store_name,type_by_brand,store_name_eng,pid_count,pid_id,q1,q2,q3,bucket,store_duration
ZHDC_foshan_hyc_20230824_clusterid_24678,6,2023-08-24,1692856736,623.0,zhdc-foshan-hyc-B135-B136-N,B1,8,1882027,九木杂物社,零售,Nine wood ,21,3416034,58.0,144.0,372.0,Q4,Nine wood _Q4
ZHDC_foshan_hyc_20230714_clusterid_20251,6,2023-07-14,1689345012,14.0,zhdc-foshan-hyc-B125-B126-N,B1,32,916427,鲍师傅,餐饮,Baoshifu,5,2701591,59.0,406.0,2865.0,Q1,Baoshifu_Q1
ZHDC_foshan_hyc_20230219_clusterid_19783,6,2023-02-19,1676814272,363.0,zhdc-foshan-hyc-L217-218-N,L2,101,958721,波司登,零售,Bosideng,20,692625,58.0,144.0,372.0,Q3,Bosideng_Q3
ZHDC_foshan_hyc_20230624_clusterid_10540,6,2023-06-24,1687588340,185.0,zhdc-foshan-hyc-B154-N,B1,59,482633,生活无忧,零售,Wuyou,26,2384906,58.0,144.0,372.0,Q3,Wuyou_Q3
ZHDC_foshan_hyc_20230113_clusterid_7200,6,2023-01-13,1673596124,124.0,zhdc-foshan-hyc-B110-N,B1,51,231907,沃尔玛,主力店,Walmart,23,165494,131.0,634.0,1537.0,Q1,Walmart_Q1
tmpPID_zhdc_foshan_hyc_cluster_5102,7,2023-07-06,1688613255,,zhdc-foshan-hyc-L301-1-L301-2-N,L3,1,2855747,美吉姆,儿童,Megim,41,4145948,68.0,229.0,917.0,Q4,Megim_Q4
ZHDC_foshan_hyc_20230421_clusterid_5166,6,2023-04-21,1682077705,25.0,zhdc-foshan-hyc-L318-L319-N,L3,49,930808,传记潮发,餐饮,Chuan hair,12,1469384,59.0,406.0,2865.0,Q1,Chuan hair_Q1
ZHDC_foshan_hyc_20230531_clusterid_12067,6,2023-05-31,1685536706,727.0,zhdc-foshan-hyc-B129-N,B1,12,1691588,COCO都可,餐饮,Coco ,4,2017029,59.0,406.0,2865.0,Q3,Coco _Q3
ZHDC_foshan_hyc_20230422_clusterid_27448,7,2023-04-22,1682166311,359.0,zhdc-foshan-hyc-B135-B136-N,B1,32,950070,QUEENCHOICE,零售,Queenchoice,3,1483639,58.0,144.0,372.0,Q3,Queenchoice_Q3
ZHDC_foshan_hyc_20230523_clusterid_3700,6,2023-05-23,1684849259,218.0,zhdc-foshan-hyc-L136-N,L1,2,1553450,喜茶,餐饮,Hey Tea,3,1916342,59.0,406.0,2865.0,Q2,Hey Tea_Q2
ZHDC_foshan_hyc_20230726_clusterid_22838,6,2023-07-26,1690372005,464.0,zhdc-foshan-hyc-L129-N,L1,48,1207786,UR,零售,Ur,8,2918761,58.0,144.0,372.0,Q4,Ur_Q4
ZHDC_foshan_hyc_20230607_clusterid_5307,6,2023-06-07,1686104832,102.0,zhdc-foshan-hyc-L231-1-N,L2,13,144315,LIULIUMO,零售,Liuliumo,38,2136081,58.0,144.0,372.0,Q2,Liuliumo_Q2
ZHDC_foshan_hyc_20230405_clusterid_23365,7,2023-04-05,1680666547,62.0,zhdc-foshan-hyc-B155-N,B1,12,642341,五洲会全球购,零售,Wuzhouhui shopping,16,1267089,58.0,144.0,372.0,Q2,Wuzhouhui shopping_Q2
ZHDC_foshan_hyc_20230218_clusterid_18032,7,2023-02-18,1676724090,167.0,zhdc-foshan-hyc-L514-L515-N,L5,11,930476,大河上下,餐饮,Daheshangxia,13,671874,59.0,406.0,2865.0,Q2,Daheshangxia_Q2
ZHDC_foshan_hyc_20230304_clusterid_8671,7,2023-03-04,1677928280,3690.0,zhdc-foshan-hyc-B143-146-N,B1,7,69280,有米师傅,餐饮,Youmishi,3,858800,59.0,406.0,2865.0,Q4,Youmishi_Q4
ZHDC_foshan_hyc_20230307_clusterid_14475,6,2023-03-07,1678160918,227.0,zhdc-foshan-hyc-L401-L402-N,L4,2,113992,太二,餐饮,Taier,2,890838,59.0,406.0,2865.0,Q2,Taier_Q2
tmpPID_zhdc_foshan_hyc_cluster_31650,7,2023-02-18,1676708777,18.0,zhdc-foshan-hyc-L232-L233-N,L2,13,1620891,英孚教育,儿童,Ef education,28,4127260,68.0,229.0,917.0,Q1,Ef education_Q1
tmpPID_zhdc_foshan_hyc_cluster_23585,7,2023-02-04,1675504439,615.0,zhdc-foshan-hyc-L125-N,L1,4,1596419,HUI,零售,Hui,15,4118519,58.0,144.0,372.0,Q4,Hui_Q4
ZHDC_foshan_hyc_20230517_clusterid_17589,7,2023-05-17,1684330395,120.0,zhdc-foshan-hyc-B129-N,B1,18,1431306,COCO都可,餐饮,Coco ,5,1827341,59.0,406.0,2865.0,Q2,Coco _Q2
ZHDC_foshan_hyc_20230307_clusterid_14146,7,2023-03-07,,,zhdc-foshan-hyc-B156-2-N,B1,2,113700,大马士革烤肉,餐饮,Damascus grill,3,890628,59.0,406.0,2865.0,Q4,Damascus grill_Q4
ZHDC_foshan_hyc_20230603_clusterid_37183,7,2023-06-03,1685802398,454.0,zhdc-foshan-hyc-L120-L121-2-N,L1,13,70245,乐高,儿童,Lego,5,2081923,68.0,229.0,917.0,Q3,Lego_Q3
ZHDC_foshan_hyc_20230702_clusterid_24888,6,2023-07-02,1688297516,141.0,zhdc-foshan-hyc-L219-N,L2,24,652641,WH POLO SPORTS,零售,Wh polo sports,9,2508285,58.0,144.0,372.0,Q2,Wh polo sports_Q2
ZHDC_foshan_hyc_20230716_clusterid_12438,7,2023-07-16,1689498430,2382.0,zhdc-foshan-hyc-L327-1-N,L3,69,962922,星际传奇,儿童,Star legend,6,2737034,68.0,229.0,917.0,Q4,Star legend_Q4
ZHDC_foshan_hyc_20230821_clusterid_11471,7,2023-08-21,1692603049,46.0,zhdc-foshan-hyc-B103-N,B1,40,1808225,绝味鸭脖,餐饮,Juewei ,6,3362082,59.0,406.0,2865.0,Q1,Juewei _Q1
ZHDC_foshan_hyc_20230707_clusterid_20888,7,2023-07-07,,,zhdc-foshan-hyc-L116-N,L1,91,751886,奈雪の茶,餐饮,Nayuki tea,8,2579698,59.0,406.0,2865.0,Q4,Nayuki tea_Q4
ZHDC_foshan_hyc_20230130_clusterid_6388,6,2023-01-30,1675055419,98.0,zhdc-foshan-hyc-L305-N,L3,23,590125,BABYCARE,儿童,Babycare,11,431276,68.0,229.0,917.0,Q2,Babycare_Q2
ZHDC_foshan_hyc_20230708_clusterid_17549,7,2023-07-08,1688799155,7125.0,zhdc-foshan-hyc-L116-N,L1,19,770953,奈雪の茶,餐饮,Nayuki tea,8,2593729,59.0,406.0,2865.0,Q4,Nayuki tea_Q4
ZHDC_foshan_hyc_20230108_clusterid_23892,7,2023-01-08,1673164611,139.0,zhdc-foshan-hyc-L519-N,L5,48,139048,湊湊,餐饮,Minou,8,98617,59.0,406.0,2865.0,Q2,Minou_Q2
ZHDC_foshan_hyc_20230129_clusterid_6011,7,2023-01-29,1674985624,1804.0,zhdc-foshan-hyc-B140-N,B1,13,571276,状元王,餐饮,Zhuangyuanwang,2,417553,59.0,406.0,2865.0,Q3,Zhuangyuanwang_Q3
ZHDC_foshan_hyc_20230105_clusterid_2218,6,2023-01-05,1672923530,120.0,zhdc-foshan-hyc-B127-N,B1,26,82767,茶理宜世,餐饮,CHARLIE'S  tead,4,58138,59.0,406.0,2865.0,Q2,CHARLIE'S  tead_Q2
ZHDC_foshan_hyc_20230124_clusterid_17831,7,2023-01-24,1674528868,,zhdc-foshan-hyc-L135-2-N,L1,1,448829,周生生,零售,Chow sang sang,16,326278,58.0,144.0,372.0,Q4,Chow sang sang_Q4
ZHDC_foshan_hyc_20230708_clusterid_30274,7,2023-07-08,1688802870,373.0,zhdc-foshan-hyc-B134-N,B1,59,782319,十二光年,零售,Twelve light years,18,2602598,58.0,144.0,372.0,Q4,Twelve light years_Q4
ZHDC_foshan_hyc_20230214_clusterid_22029,6,2023-02-14,1676373383,11.0,zhdc-foshan-hyc-B110-N,B1,20,866988,沃尔玛,主力店,Walmart,3,628415,131.0,634.0,1537.0,Q1,Walmart_Q1
ZHDC_foshan_hyc_20230503_clusterid_1790,7,2023-05-03,1683121143,643.0,zhdc-foshan-hyc-B102-N,B1,2,1187466,一本零食,零售,Book snacks,3,1656542,58.0,144.0,372.0,Q4,Book snacks_Q4
ZHDC_foshan_hyc_20230113_clusterid_19248,6,2023-01-13,1673603686,4554.0,zhdc-foshan-hyc-L519-N,L5,17,222949,湊湊,餐饮,Minou,2,159223,59.0,406.0,2865.0,Q4,Minou_Q4
ZHDC_foshan_hyc_20230204_clusterid_28314,6,2023-02-04,1675508218,2758.0,zhdc-foshan-hyc-L231-4-5-N,L2,35,681641,先行书店,娱乐配套,Xianxing bookstore,9,497173,64.0,243.0,787.0,Q4,Xianxing bookstore_Q4
ZHDC_foshan_hyc_20230520_clusterid_23963,7,2023-05-20,1684561542,,zhdc-foshan-hyc-L135-2-N,L1,1,1482373,周生生,零售,Chow sang sang,4,1862955,58.0,144.0,372.0,Q4,Chow sang sang_Q4
ZHDC_foshan_hyc_20230611_clusterid_33781,6,2023-06-11,1686480765,204.0,zhdc-foshan-hyc-B121-1-N,B1,110,231082,15分钟,零售,15 minutes,15,2200516,58.0,144.0,372.0,Q3,15 minutes_Q3
ZHDC_foshan_hyc_20230723_clusterid_279,7,2023-07-23,1690100558,,zhdc-foshan-hyc-L327-2-N,L3,2,1139895,玩具反斗城,儿童,Toy showdown,22,2868829,68.0,229.0,917.0,Q4,Toy showdown_Q4
ZHDC_foshan_hyc_20230702_clusterid_36828,7,2023-07-02,1688295259,566.0,zhdc-foshan-hyc-L219-N,L2,15,663675,WH POLO SPORTS,零售,Wh polo sports,11,2517287,58.0,144.0,372.0,Q4,Wh polo sports_Q4
ZHDC_foshan_hyc_20230423_clusterid_15135,7,2023-04-23,1682249739,3897.0,zhdc-foshan-hyc-L403-L404-N,L4,10,967208,蔡澜港式点心专门店,餐饮,Cai Lan Dim Sum ,2,1496218,59.0,406.0,2865.0,Q4,Cai Lan Dim Sum _Q4
ZHDC_foshan_hyc_20230325_clusterid_17384,6,2023-03-25,1679727287,35.0,zhdc-foshan-hyc-L303-2-N,L3,25,424260,黛安芬,零售,Dai anfen,35,1106420,58.0,144.0,372.0,Q1,Dai anfen_Q1
ZHDC_foshan_hyc_20230601_clusterid_15253,7,2023-06-01,1685603285,231.0,zhdc-foshan-hyc-L311-N,L3,59,4555,安奈儿,儿童,Annai,30,2030770,68.0,229.0,917.0,Q3,Annai_Q3
ZHDC_foshan_hyc_20230729_clusterid_30326,7,2023-07-29,1690633623,844.0,zhdc-foshan-hyc-B110-N,B1,63,1277590,沃尔玛,主力店,Walmart,6,2970005,131.0,634.0,1537.0,Q3,Walmart_Q3
ZHDC_foshan_hyc_20230622_clusterid_33262,7,2023-06-22,,,zhdc-foshan-hyc-B135-B136-N,B1,89,439408,QUEENCHOICE,零售,Queenchoice,15,2350445,58.0,144.0,372.0,Q4,Queenchoice_Q4
tmpPID_zhdc_foshan_hyc_cluster_77,6,2023-06-29,1688020521,3366.0,zhdc-foshan-hyc-L116-N,L1,26,2878436,奈雪の茶,餐饮,Nayuki tea,54,4161240,59.0,406.0,2865.0,Q4,Nayuki tea_Q4
ZHDC_foshan_hyc_20230708_clusterid_9997,7,2023-07-08,1688803230,7863.0,zhdc-foshan-hyc-L501-N,L5,13,795443,百老汇,主力店,Broadway,2,2612853,131.0,634.0,1537.0,Q4,Broadway_Q4
ZHDC_foshan_hyc_20230813_clusterid_6516,6,2023-08-13,1691897883,62.0,zhdc-foshan-hyc-L521-N,L5,3,1642458,西贝,餐饮,Xibei,15,3240924,59.0,406.0,2865.0,Q2,Xibei_Q2
ZHDC_foshan_hyc_20230816_clusterid_4591,6,2023-08-16,1692176563,2043.0,zhdc-foshan-hyc-B139-N,B1,10,1699184,池奈.日式咖喱蛋包饭,餐饮,Ichina japanese curry,2,3281072,59.0,406.0,2865.0,Q3,Ichina japanese curry_Q3
ZHDC_foshan_hyc_20230520_clusterid_23385,6,2023-05-20,1684561664,94.0,zhdc-foshan-hyc-B133-N,B1,5,1481836,仲夏物语,零售,Midsummer tales,6,1862507,58.0,144.0,372.0,Q2,Midsummer tales_Q2
ZHDC_foshan_hyc_20230430_clusterid_11054,6,2023-04-30,1682848156,23.0,zhdc-foshan-hyc-L523-N,L5,1,1084679,蔬稻餐厅,餐饮,Vegetable rice restaurant,4,1577705,59.0,406.0,2865.0,Q1,Vegetable rice restaurant_Q1
ZHDC_foshan_hyc_20230201_clusterid_22129,7,2023-02-01,,,zhdc-foshan-hyc-L205-1-N,L2,39,621970,cosyroom,零售,Cosyroom,9,454058,58.0,144.0,372.0,Q4,Cosyroom_Q4
ZHDC_foshan_hyc_20230311_clusterid_9827,6,2023-03-11,1678528292,185.0,zhdc-foshan-hyc-B102-N,B1,36,198461,一本零食,零售,Book snacks,12,949792,58.0,144.0,372.0,Q3,Book snacks_Q3
ZHDC_foshan_hyc_20230310_clusterid_6764,7,2023-03-10,1678436367,66.0,zhdc-foshan-hyc-L135-1-N,L1,24,168037,adidas,零售,Adidas,12,927096,58.0,144.0,372.0,Q2,Adidas_Q2
ZHDC_foshan_hyc_20230120_clusterid_5875,7,2023-01-20,1674190477,2577.0,zhdc-foshan-hyc-B151-152-1-N,B1,16,383449,麦当劳,餐饮,Mcdonald's,7,277228,59.0,406.0,2865.0,Q3,Mcdonald's_Q3
ZHDC_foshan_hyc_20230217_clusterid_10700,7,2023-02-17,,,zhdc-foshan-hyc-L130_L131_L134_L228_L230-N,L2,7,908004,H&M,零售,H&M,3,656275,58.0,144.0,372.0,Q4,H&M_Q4
ZHDC_foshan_hyc_20230111_clusterid_16247,6,2023-01-11,1673439577,4267.0,zhdc-foshan-hyc-L517-L518-N,L5,43,186796,烧作,餐饮,Burn,2,132991,59.0,406.0,2865.0,Q4,Burn_Q4
ZHDC_foshan_hyc_20230622_clusterid_31325,7,2023-06-22,1687417348,49.0,zhdc-foshan-hyc-L321-N,L3,103,437657,B-duck kids,儿童,B-duck kids,39,2349014,68.0,229.0,917.0,Q1,B-duck kids_Q1
tmpPID_zhdc_foshan_hyc_cluster_10549,6,2023-03-27,1679901442,76.0,zhdc-foshan-hyc-B110-N,B1,7,2254027,沃尔玛,主力店,Walmart,34,4104053,131.0,634.0,1537.0,Q1,Walmart_Q1
ZHDC_foshan_hyc_20230521_clusterid_32490,6,2023-05-21,1684673329,142.0,zhdc-foshan-hyc-B135-B136-N,B1,43,1522703,QUEENCHOICE,零售,Queenchoice,17,1894706,58.0,144.0,372.0,Q2,Queenchoice_Q2
ZHDC_foshan_hyc_20230814_clusterid_17631,6,2023-08-14,1692004143,999.0,zhdc-foshan-hyc-B153-N,B1,16,1651917,初糖,餐饮,Initial sugar,14,3247664,59.0,406.0,2865.0,Q3,Initial sugar_Q3
ZHDC_foshan_hyc_20230814_clusterid_2290,6,2023-08-14,1692011777,280.0,zhdc-foshan-hyc-L129-N,L1,28,1656563,UR,零售,Ur,5,3251036,58.0,144.0,372.0,Q3,Ur_Q3
ZHDC_foshan_hyc_20230714_clusterid_20456,6,2023-07-14,1689311409,82.0,zhdc-foshan-hyc-B110-N,B1,33,916613,沃尔玛,主力店,Walmart,5,2701742,131.0,634.0,1537.0,Q1,Walmart_Q1
ZHDC_foshan_hyc_20230204_clusterid_26253,6,2023-02-04,1675516158,375.0,zhdc-foshan-hyc-L116-N,L1,32,679772,奈雪の茶,餐饮,Nayuki tea,3,495700,59.0,406.0,2865.0,Q2,Nayuki tea_Q2
ZHDC_foshan_hyc_20230424_clusterid_13178,6,2023-04-24,1682320604,374.0,zhdc-foshan-hyc-L127-N,L1,52,983049,MLB,零售,Mlb,41,1507123,58.0,144.0,372.0,Q4,Mlb_Q4
ZHDC_foshan_hyc_20230502_clusterid_25339,6,2023-05-02,1683033264,55.0,zhdc-foshan-hyc-B151-152-1-N,B1,20,1163820,麦当劳,餐饮,Mcdonald's,4,1638846,59.0,406.0,2865.0,Q1,Mcdonald's_Q1
ZHDC_foshan_hyc_20230422_clusterid_15255,7,2023-04-22,1682161169,47.0,zhdc-foshan-hyc-L213-1-L213-2-N,L2,31,939228,TH2011,零售,Th2011,6,1475356,58.0,144.0,372.0,Q1,Th2011_Q1
ZHDC_foshan_hyc_20230428_clusterid_12978,6,2023-04-28,1682660972,24.0,zhdc-foshan-hyc-B153-N,B1,5,1037991,初糖,餐饮,Initial sugar,3,1543349,59.0,406.0,2865.0,Q1,Initial sugar_Q1
ZHDC_foshan_hyc_20230729_clusterid_30555,6,2023-07-29,1690635828,1843.0,zhdc-foshan-hyc-L327-1-N,L3,13,1277777,星际传奇,儿童,Star legend,2,2970162,68.0,229.0,917.0,Q4,Star legend_Q4
ZHDC_foshan_hyc_20230621_clusterid_21652,6,2023-06-21,1687348599,573.0,zhdc-foshan-hyc-L109-2-N,L1,10,410614,哈根达斯,餐饮,Haagen-dazs,2,2328388,59.0,406.0,2865.0,Q3,Haagen-dazs_Q3
ZHDC_foshan_hyc_20230124_clusterid_24497,7,2023-01-24,1674558126,141.0,zhdc-foshan-hyc-B143-146-N,B1,8,454499,有米师傅,餐饮,Youmishi,2,330566,59.0,406.0,2865.0,Q2,Youmishi_Q2
ZHDC_foshan_hyc_20230108_clusterid_24773,7,2023-01-08,,,zhdc-foshan-hyc-B135-B136-N,B1,9,139786,QUEENCHOICE,零售,Queenchoice,10,99198,58.0,144.0,372.0,Q4,Queenchoice_Q4
ch12026_20230210203200-27407952,6,2023-02-10,1676033776,,zhdc-foshan-hyc-B181-N,B1,1,1537269,龙凤餐室,餐饮,Longfei restaurant,2,4088651,59.0,406.0,2865.0,Q4,Longfei restaurant_Q4
ZHDC_foshan_hyc_20230709_clusterid_14652,6,2023-07-09,1688901991,,zhdc-foshan-hyc-L130_L131_L134_L228_L230-N,L2,74,799415,H&M,零售,H&M,9,2615960,58.0,144.0,372.0,Q4,H&M_Q4
ch12026_20230421104000-00427650,7,2023-04-21,,,zhdc-foshan-hyc-B181-N,B1,1,2238511,龙凤餐室,餐饮,Longfei restaurant,2,4093328,59.0,406.0,2865.0,Q4,Longfei restaurant_Q4
ZHDC_foshan_hyc_20230821_clusterid_9271,6,2023-08-21,1692618659,1194.0,zhdc-foshan-hyc-L136-N,L1,28,1825171,喜茶,餐饮,Hey Tea,3,3374091,59.0,406.0,2865.0,Q3,Hey Tea_Q3
ZHDC_foshan_hyc_20230408_clusterid_31939,7,2023-04-08,1680934229,914.0,zhdc-foshan-hyc-L224-1-N,L2,26,705963,Airiqi,零售,Airiqi,7,1313375,58.0,144.0,372.0,Q4,Airiqi_Q4
ZHDC_foshan_hyc_20230521_clusterid_28729,6,2023-05-21,1684672236,201.0,zhdc-foshan-hyc-L124-N,L1,62,1519194,渔,零售,Yu,12,1891885,58.0,144.0,372.0,Q3,Yu_Q3
ZHDC_foshan_hyc_20230623_clusterid_13107,6,2023-06-23,1687489813,105.0,zhdc-foshan-hyc-L130_L131_L134_L228_L230-N,L2,9,454193,H&M,零售,H&M,3,2362205,58.0,144.0,372.0,Q2,H&M_Q2
ZHDC_foshan_hyc_20230408_clusterid_17029,7,2023-04-08,1680962576,333.0,zhdc-foshan-hyc-L103-N,L1,19,692598,DR,零售,Dr,7,1303024,58.0,144.0,372.0,Q3,Dr_Q3
ZHDC_foshan_hyc_20230819_clusterid_19591,7,2023-08-19,1692421760,1015.0,zhdc-foshan-hyc-L231-4-5-N,L2,34,1753815,先行书店,娱乐配套,Xianxing bookstore,14,3320092,64.0,243.0,787.0,Q4,Xianxing bookstore_Q4
ZHDC_foshan_hyc_20230309_clusterid_8847,7,2023-03-09,1678361198,3855.0,zhdc-foshan-hyc-L222-N,L2,135,153239,广海·广东小海鲜,餐饮,Guanghai· seafood,21,917120,59.0,406.0,2865.0,Q4,Guanghai· seafood_Q4
ch11021_20230618145600-00439370,6,2023-06-18,,,zhdc-foshan-hyc-B152-2-N,B1,1,2455678,食在牛,餐饮,Shizainiu,2,3849191,59.0,406.0,2865.0,Q4,Shizainiu_Q4
tmpPID_zhdc_foshan_hyc_cluster_19079,6,2023-08-01,1690873575,,zhdc-foshan-hyc-L136-N,L1,28,2772257,喜茶,餐饮,Hey Tea,18,4113526,59.0,406.0,2865.0,Q4,Hey Tea_Q4
ZHDC_foshan_hyc_20230307_clusterid_6761,7,2023-03-07,1678191336,15.0,zhdc-foshan-hyc-L426-N,L4,20,120296,狩锅,餐饮,Hunting pot,6,894916,59.0,406.0,2865.0,Q1,Hunting pot_Q1
ZHDC_foshan_hyc_20230513_clusterid_23355,6,2023-05-13,,,zhdc-foshan-hyc-L135-2-N,L1,1,1352356,蔚来,娱乐配套,NIO,7,1770509,64.0,243.0,787.0,Q4,NIO_Q4
ZHDC_foshan_hyc_20230722_clusterid_32514,6,2023-07-22,1690019077,21.0,zhdc-foshan-hyc-L122-1-L122-2-L121-1-1-N,L1,40,1112676,gaga鲜语,餐饮,Gaga ,4,2847678,59.0,406.0,2865.0,Q1,Gaga _Q1
ZHDC_foshan_hyc_20230520_clusterid_35965,6,2023-05-20,1684555064,2173.0,zhdc-foshan-hyc-B143-146-N,B1,52,1493049,有米师傅,餐饮,Youmishi,18,1871456,59.0,406.0,2865.0,Q3,Youmishi_Q3
ZHDC_foshan_hyc_20230519_clusterid_22467,7,2023-05-19,1684496229,5182.0,zhdc-foshan-hyc-L519-N,L5,6,1464151,湊湊,餐饮,Minou,13,1849537,59.0,406.0,2865.0,Q4,Minou_Q4
ZHDC_foshan_hyc_20230411_clusterid_4634,7,2023-04-11,,,zhdc-foshan-hyc-B154-N,B1,6,759668,QQ FAMILY,零售,QQ family,4,1350692,58.0,144.0,372.0,Q4,QQ family_Q4
ZHDC_foshan_hyc_20230714_clusterid_3569,6,2023-07-14,1689342177,770.0,zhdc-foshan-hyc-L110-N,L1,39,924786,高登眼镜,零售,Golden Optics,12,2707911,58.0,144.0,372.0,Q4,Golden Optics_Q4
ZHDC_foshan_hyc_20230327_clusterid_10614,6,2023-03-27,1679890998,326.0,zhdc-foshan-hyc-L205-1-N,L2,14,472715,DILì,零售,Dilì,7,1144663,58.0,144.0,372.0,Q3,Dilì_Q3
ZHDC_foshan_hyc_20230730_clusterid_25028,6,2023-07-30,1690719251,1001.0,zhdc-foshan-hyc-L231-4-5-N,L2,21,1302950,先行书店,娱乐配套,Xianxing bookstore,18,2989871,64.0,243.0,787.0,Q4,Xianxing bookstore_Q4
ZHDC_foshan_hyc_20230811_clusterid_22259,7,2023-08-11,,,zhdc-foshan-hyc-B154-N,B1,31,1571043,生活无忧,零售,Wuyou,26,3185893,58.0,144.0,372.0,Q4,Wuyou_Q4
ZHDC_foshan_hyc_20230607_clusterid_16882,6,2023-06-07,1686097404,3525.0,zhdc-foshan-hyc-L417-L421-N,L4,6,139861,点都德,餐饮,Dim dou dak,2,2133182,59.0,406.0,2865.0,Q4,Dim dou dak_Q4
ZHDC_foshan_hyc_20230503_clusterid_3924,7,2023-05-03,1683096784,1188.0,zhdc-foshan-hyc-B151-152-1-N,B1,13,1199021,麦当劳,餐饮,Mcdonald's,2,1665153,59.0,406.0,2865.0,Q3,Mcdonald's_Q3
ZHDC_foshan_hyc_20230813_clusterid_28795,7,2023-08-13,1691905890,,zhdc-foshan-hyc-L422-N,L4,1,1630207,近矶和牛烧肉,餐饮,Wagyu bbq,2,3231281,59.0,406.0,2865.0,Q4,Wagyu bbq_Q4
ZHDC_foshan_hyc_20230609_clusterid_11779,7,2023-06-09,1686310204,1389.0,zhdc-foshan-hyc-B110-N,B1,24,164083,沃尔玛,主力店,Walmart,5,2149333,131.0,634.0,1537.0,Q3,Walmart_Q3
ZHDC_foshan_hyc_20230613_clusterid_16992,7,2023-06-13,1686663225,1229.0,zhdc-foshan-hyc-B110-N,B1,23,260311,沃尔玛,主力店,Walmart,7,2221087,131.0,634.0,1537.0,Q3,Walmart_Q3
ZHDC_foshan_hyc_20230416_clusterid_1534,6,2023-04-16,1681634332,,zhdc-foshan-hyc-L321-N,L3,111,840583,B-duck kids,儿童,B-duck kids,55,1407084,68.0,229.0,917.0,Q4,B-duck kids_Q4
ZHDC_foshan_hyc_20230507_clusterid_21397,6,2023-05-07,1683434189,52.0,zhdc-foshan-hyc-L326-1-N,L3,29,1257156,NIKE kids,儿童,NIKE kids,6,1704886,68.0,229.0,917.0,Q1,NIKE kids_Q1
tmpPID_zhdc_foshan_hyc_cluster_7720,7,2023-06-04,1685888758,,zhdc-foshan-hyc-L524-N,L5,1,2878423,岩风味,餐饮,Yan flavor,49,4161320,59.0,406.0,2865.0,Q4,Yan flavor_Q4
ZHDC_foshan_hyc_20230803_clusterid_6793,7,2023-08-03,1691051941,90.0,zhdc-foshan-hyc-B151-152-1-N,B1,96,1396951,麦当劳,餐饮,Mcdonald's,26,3058144,59.0,406.0,2865.0,Q2,Mcdonald's_Q2
ZHDC_foshan_hyc_20230816_clusterid_7115,6,2023-08-16,1692154561,223.0,zhdc-foshan-hyc-B122-B123-N,B1,3,1701224,The Green Party,零售,The green party,5,3282428,58.0,144.0,372.0,Q3,The green party_Q3
ch05021_20230601133000-00375289,7,2023-06-01,,,zhdc-foshan-hyc-L231-1-N,L2,1,2151417,KELLY MOSS,零售,Kelly moss,3,3633045,58.0,144.0,372.0,Q4,Kelly moss_Q4
ZHDC_foshan_hyc_20230704_clusterid_20782,6,2023-07-04,1688450819,14.0,zhdc-foshan-hyc-L519-N,L5,89,693653,湊湊,餐饮,Minou,12,2538356,59.0,406.0,2865.0,Q1,Minou_Q1
ZHDC_foshan_hyc_20230203_clusterid_1342,6,2023-02-03,1675428230,119.0,zhdc-foshan-hyc-L305-N,L3,28,649663,BABYCARE,儿童,Babycare,6,473641,68.0,229.0,917.0,Q2,Babycare_Q2
tmpPID_zhdc_foshan_hyc_cluster_31009,6,2023-02-04,1675485720,15.0,zhdc-foshan-hyc-B125-B126-N,B1,2,1619108,鲍师傅,餐饮,Baoshifu,21,4126584,59.0,406.0,2865.0,Q1,Baoshifu_Q1
ZHDC_foshan_hyc_20230710_clusterid_19337,6,2023-07-10,1688989207,126.0,zhdc-foshan-hyc-L321-N,L3,23,836426,B-duck kids,儿童,B-duck kids,18,2644571,68.0,229.0,917.0,Q2,B-duck kids_Q2
ZHDC_foshan_hyc_20230625_clusterid_5458,6,2023-06-25,1687663595,50.0,zhdc-foshan-hyc-B125-B126-N,B1,24,524389,鲍师傅,餐饮,Baoshifu,6,2416541,59.0,406.0,2865.0,Q1,Baoshifu_Q1
ZHDC_foshan_hyc_20230107_clusterid_4791,7,2023-01-07,1673074467,2942.0,zhdc-foshan-hyc-L521-N,L5,22,124044,西贝,餐饮,Xibei,5,87513,59.0,406.0,2865.0,Q4,Xibei_Q4
ZHDC_foshan_hyc_20230610_clusterid_23721,6,2023-06-10,1686394616,6318.0,zhdc-foshan-hyc-L222-N,L2,3,192897,开饭,餐饮,Kaifan,3,2170632,59.0,406.0,2865.0,Q4,Kaifan_Q4
ZHDC_foshan_hyc_20230630_clusterid_22673,6,2023-06-30,1688124624,342.0,zhdc-foshan-hyc-B110-N,B1,8,601745,沃尔玛,主力店,Walmart,4,2469392,131.0,634.0,1537.0,Q2,Walmart_Q2
ZHDC_foshan_hyc_20230621_clusterid_22723,6,2023-06-21,1687323697,3010.0,zhdc-foshan-hyc-L522-N,L5,19,411546,太食兽,餐饮,Taishishou,5,2329074,59.0,406.0,2865.0,Q4,Taishishou_Q4
ZHDC_foshan_hyc_20230726_clusterid_7109,7,2023-07-26,1690352444,12.0,zhdc-foshan-hyc-L116-N,L1,61,1214886,奈雪の茶,餐饮,Nayuki tea,18,2923881,59.0,406.0,2865.0,Q1,Nayuki tea_Q1
