pid,event_id,dt,ts,duration_in_sec,store_id,floor_id,pair_id,pid_dt,store_name,type_by_brand,store_name_eng,pid_count,pid_id,q1,q2,q3,bucket,store_duration
ZHDC_foshan_hyc_20230527_clusterid_18623,7,2023-05-27,1685192769,3086.0,zhdc-foshan-hyc-L523-N,L5,17,1609797,蔬稻餐厅,餐饮,Vegetable rice restaurant,7,1955891,59.0,406.0,2865.0,Q4,Vegetable rice restaurant_Q4
ch02003_20230501171200-00669724,7,2023-05-01,,,zhdc-foshan-hyc-L127-N,L1,1,1736566,影儿,零售,Shadow,2,3564215,58.0,144.0,372.0,Q4,Shadow_Q4
ZHDC_foshan_hyc_20230802_clusterid_7334,6,2023-08-02,1690969207,29.0,zhdc-foshan-hyc-B102-N,B1,55,1377711,一本零食,零售,Book snacks,10,3044499,58.0,144.0,372.0,Q1,Book snacks_Q1
ZHDC_foshan_hyc_20230101_clusterid_19388,6,2023-01-01,1672550605,19.0,zhdc-foshan-hyc-B154-N,B1,25,6511,QQ FAMILY,零售,QQ family,14,4487,58.0,144.0,372.0,Q1,QQ family_Q1
ZHDC_foshan_hyc_20230822_clusterid_25325,6,2023-08-22,1692712159,303.0,zhdc-foshan-hyc-L129-N,L1,13,1839069,UR,零售,Ur,7,3384474,58.0,144.0,372.0,Q3,Ur_Q3
ZHDC_foshan_hyc_20230813_clusterid_13695,6,2023-08-13,1691897116,238.0,zhdc-foshan-hyc-L305-N,L3,37,1616342,BABYCARE,儿童,Babycare,17,3220266,68.0,229.0,917.0,Q3,Babycare_Q3
ZHDC_foshan_hyc_20230112_clusterid_9546,6,2023-01-12,1673521175,4170.0,zhdc-foshan-hyc-L412-L411-2-N,L4,65,214887,意施精准塑形普拉提,娱乐配套,Yishi  body sculpting pilates,6,153357,64.0,243.0,787.0,Q4,Yishi  body sculpting pilates_Q4
ZHDC_foshan_hyc_20230113_clusterid_19649,7,2023-01-13,1673587291,18.0,zhdc-foshan-hyc-B103-N,B1,47,223301,咕噜咕噜,餐饮,Gulu gulu,14,159496,59.0,406.0,2865.0,Q1,Gulu gulu_Q1
ZHDC_foshan_hyc_20230610_clusterid_20029,6,2023-06-10,1686389884,1073.0,zhdc-foshan-hyc-B121-2-N,B1,126,189709,内优堂,零售,Neiyoutang,33,2168151,58.0,144.0,372.0,Q4,Neiyoutang_Q4
ZHDC_foshan_hyc_20230312_clusterid_20184,6,2023-03-12,1678585857,7696.0,zhdc-foshan-hyc-L324-2-N,L3,12,207157,七田真,儿童,Shichida true,3,956218,68.0,229.0,917.0,Q4,Shichida true_Q4
ZHDC_foshan_hyc_20230414_clusterid_14141,7,2023-04-14,1681471632,70.0,zhdc-foshan-hyc-L327-1-N,L3,22,793919,星际传奇,儿童,Star legend,4,1372885,68.0,229.0,917.0,Q2,Star legend_Q2
ZHDC_foshan_hyc_20230102_clusterid_24284,7,2023-01-02,1672651144,1873.0,zhdc-foshan-hyc-L136-N,L1,37,37084,喜茶,餐饮,Hey Tea,2,26863,59.0,406.0,2865.0,Q3,Hey Tea_Q3
ZHDC_foshan_hyc_20230503_clusterid_10524,6,2023-05-03,1683092672,33.0,zhdc-foshan-hyc-L325-1-N,L3,41,1181026,萌宝贝,儿童,Cute baby,12,1651994,68.0,229.0,917.0,Q1,Cute baby_Q1
ZHDC_foshan_hyc_20230624_clusterid_15777,6,2023-06-24,1687574760,908.0,zhdc-foshan-hyc-B176-B177-N,B1,3,487286,星娱酷玩,娱乐配套,Star entertainment ,7,2388531,64.0,243.0,787.0,Q4,Star entertainment _Q4
ZHDC_foshan_hyc_20230825_clusterid_19279,7,2023-08-25,1692943086,117.0,zhdc-foshan-hyc-L208-N,L2,18,1897375,J+C,零售,J+C,9,3426875,58.0,144.0,372.0,Q2,J+C_Q2
ZHDC_foshan_hyc_20230311_clusterid_24837,6,2023-03-11,1678525719,572.0,zhdc-foshan-hyc-B129-N,B1,9,183203,COCO都可,餐饮,Coco ,4,938170,59.0,406.0,2865.0,Q3,Coco _Q3
tmpPID_zhdc_foshan_hyc_cluster_8795,6,2023-06-07,1686128488,,zhdc-foshan-hyc-L106-N,L1,10,2885949,initial,零售,Initial,55,4164622,58.0,144.0,372.0,Q4,Initial_Q4
ZHDC_foshan_hyc_20230821_clusterid_14953,7,2023-08-21,1692607153,28.0,zhdc-foshan-hyc-L215-216-N,L2,42,1811253,POLO SPORT,零售,Polo sport,31,3364255,58.0,144.0,372.0,Q1,Polo sport_Q1
ZHDC_foshan_hyc_20230706_clusterid_12659,7,2023-07-06,1688624323,141.0,zhdc-foshan-hyc-L231-1-N,L2,40,723629,ICY,零售,Icy,19,2559374,58.0,144.0,372.0,Q2,Icy_Q2
ZHDC_foshan_hyc_20230812_clusterid_26643,6,2023-08-12,1691809511,1619.0,zhdc-foshan-hyc-B110-N,B1,35,1597078,沃尔玛,主力店,Walmart,3,3205315,131.0,634.0,1537.0,Q4,Walmart_Q4
ZHDC_foshan_hyc_20230629_clusterid_18981,6,2023-06-29,1688008794,402.0,zhdc-foshan-hyc-B155-N,B1,19,581590,名创优品IP黑金店,零售,Miniso ,15,2455409,58.0,144.0,372.0,Q4,Miniso _Q4
ZHDC_foshan_hyc_20230218_clusterid_22852,6,2023-02-18,1676719662,2589.0,zhdc-foshan-hyc-L505-N,L5,16,934426,元气寿司,餐饮,Genki sushi,3,674808,59.0,406.0,2865.0,Q3,Genki sushi_Q3
ZHDC_foshan_hyc_20230531_clusterid_15365,6,2023-05-31,,,zhdc-foshan-hyc-L413-1-L414-N,L4,2,1694455,大渝火锅,餐饮,Dayu hot pot,5,2019064,59.0,406.0,2865.0,Q4,Dayu hot pot_Q4
ZHDC_foshan_hyc_20230122_clusterid_8537,7,2023-01-22,1674387716,1269.0,zhdc-foshan-hyc-B110-N,B1,31,424301,沃尔玛,主力店,Walmart,10,307890,131.0,634.0,1537.0,Q3,Walmart_Q3
ch11025_20230204141700-00384442,6,2023-02-04,,,zhdc-foshan-hyc-B154-N,B1,1,1452710,生活无忧,零售,Wuyou,3,3894925,58.0,144.0,372.0,Q4,Wuyou_Q4
ZHDC_foshan_hyc_20230708_clusterid_480,7,2023-07-08,1688821433,709.0,zhdc-foshan-hyc-L135-1-N,L1,19,791475,耐克Nike 750,零售,Nike 750,4,2610034,58.0,144.0,372.0,Q4,Nike 750_Q4
ZHDC_foshan_hyc_20230120_clusterid_5717,7,2023-01-20,1674198209,108.0,zhdc-foshan-hyc-B128-N,B1,22,383321,茉莉奶白,餐饮,Jasmine,11,277148,59.0,406.0,2865.0,Q2,Jasmine_Q2
ZHDC_foshan_hyc_20230303_clusterid_6241,6,2023-03-03,1677842293,,zhdc-foshan-hyc-B176-B177-N,B1,20,40141,星娱酷玩,娱乐配套,Star entertainment ,2,836976,64.0,243.0,787.0,Q4,Star entertainment _Q4
ZHDC_foshan_hyc_20230710_clusterid_10278,7,2023-07-10,1688990471,7409.0,zhdc-foshan-hyc-L514-L515-N,L5,4,828652,鱻生,餐饮,Shan sheng,2,2638982,59.0,406.0,2865.0,Q4,Shan sheng_Q4
ZHDC_foshan_hyc_20230116_clusterid_12814,7,2023-01-16,1673850216,3648.0,zhdc-foshan-hyc-L521-N,L5,23,283141,西贝,餐饮,Xibei,10,202694,59.0,406.0,2865.0,Q4,Xibei_Q4
ZHDC_foshan_hyc_20230514_clusterid_14174,6,2023-05-14,1684051872,271.0,zhdc-foshan-hyc-B125-B126-N,B1,19,1372356,鲍师傅,餐饮,Baoshifu,7,1785967,59.0,406.0,2865.0,Q2,Baoshifu_Q2
ZHDC_foshan_hyc_20230401_clusterid_5608,7,2023-04-01,1680343111,125.0,zhdc-foshan-hyc-B147-B148-N,B1,21,569773,sushi love,餐饮,Sushi love,4,1213674,59.0,406.0,2865.0,Q2,Sushi love_Q2
ch11025_20230709171200-00489218,7,2023-07-09,,,zhdc-foshan-hyc-B154-N,B1,1,2550956,QQ FAMILY,零售,QQ family,3,3952452,58.0,144.0,372.0,Q4,QQ family_Q4
ZHDC_foshan_hyc_20230725_clusterid_17747,6,2023-07-25,1690287981,1179.0,zhdc-foshan-hyc-B110-N,B1,42,1183720,沃尔玛,主力店,Walmart,7,2901492,131.0,634.0,1537.0,Q3,Walmart_Q3
ZHDC_foshan_hyc_20230201_clusterid_23065,6,2023-02-01,1675246869,55.0,zhdc-foshan-hyc-L403-L404-N,L4,19,622796,蔡澜港式点心专门店,餐饮,Cai Lan Dim Sum ,2,454702,59.0,406.0,2865.0,Q1,Cai Lan Dim Sum _Q1
ZHDC_foshan_hyc_20230821_clusterid_21575,6,2023-08-21,1692618058,3161.0,zhdc-foshan-hyc-L217-218-N,L2,18,1817223,九牧王,零售,Jiumuwang,15,3368646,58.0,144.0,372.0,Q4,Jiumuwang_Q4
ZHDC_foshan_hyc_20230724_clusterid_10375,7,2023-07-24,1690192837,101.0,zhdc-foshan-hyc-B110-N,B1,12,1157551,沃尔玛,主力店,Walmart,14,2882873,131.0,634.0,1537.0,Q1,Walmart_Q1
ZHDC_foshan_hyc_20230428_clusterid_14992,6,2023-04-28,1682675891,316.0,zhdc-foshan-hyc-L327-2-N,L3,9,1039746,玩具反斗城,儿童,Toy showdown,9,1544544,68.0,229.0,917.0,Q3,Toy showdown_Q3
ZHDC_foshan_hyc_20230715_clusterid_32830,7,2023-07-15,1689404833,91.0,zhdc-foshan-hyc-L229-2-N,L2,51,950171,百丽女鞋,零售,Belle,18,2727240,58.0,144.0,372.0,Q2,Belle_Q2
ZHDC_foshan_hyc_20230805_clusterid_33398,7,2023-08-05,1691239225,290.0,zhdc-foshan-hyc-B102-N,B1,119,1441709,苏阁鲜茶,餐饮,Suge tea,20,3091185,59.0,406.0,2865.0,Q2,Suge tea_Q2
ZHDC_foshan_hyc_20230114_clusterid_8817,6,2023-01-14,1673705791,203.0,zhdc-foshan-hyc-B121-1-N,B1,83,256928,小许同学四年二班,零售,Xiaoxu,8,183596,58.0,144.0,372.0,Q3,Xiaoxu_Q3
ZHDC_foshan_hyc_20230312_clusterid_8677,6,2023-03-12,1678608466,514.0,zhdc-foshan-hyc-L213-N,L2,28,225420,H+3,零售,H+3,13,970245,58.0,144.0,372.0,Q4,H+3_Q4
ZHDC_foshan_hyc_20230811_clusterid_179,6,2023-08-11,,,zhdc-foshan-hyc-L211-N,L2,2,1567172,tutuanna,零售,Tutuanna,42,3183002,58.0,144.0,372.0,Q4,Tutuanna_Q4
ZHDC_foshan_hyc_20230828_clusterid_8506,7,2023-08-28,1693217461,19.0,zhdc-foshan-hyc-B102-N,B1,21,1986134,一本零食,零售,Book snacks,30,3494424,58.0,144.0,372.0,Q1,Book snacks_Q1
ZHDC_foshan_hyc_20230401_clusterid_18109,6,2023-04-01,1680356483,362.0,zhdc-foshan-hyc-L205-1-N,L2,12,549848,DILì,零售,Dilì,6,1197914,58.0,144.0,372.0,Q3,Dilì_Q3
ZHDC_foshan_hyc_20230706_clusterid_6801,7,2023-07-06,1688623245,211.0,zhdc-foshan-hyc-B154-N,B1,18,740014,生活无忧,零售,Wuyou,9,2571274,58.0,144.0,372.0,Q3,Wuyou_Q3
ZHDC_foshan_hyc_20230405_clusterid_10003,6,2023-04-05,1680698335,53.0,zhdc-foshan-hyc-B125-B126-N,B1,30,630435,鲍师傅,餐饮,Baoshifu,9,1257621,59.0,406.0,2865.0,Q1,Baoshifu_Q1
ZHDC_foshan_hyc_20230122_clusterid_8384,6,2023-01-22,1674392252,813.0,zhdc-foshan-hyc-L129-N,L1,2,424187,UR,零售,Ur,12,307801,58.0,144.0,372.0,Q4,Ur_Q4
ZHDC_foshan_hyc_20230627_clusterid_19913,7,2023-06-27,1687853528,388.0,zhdc-foshan-hyc-B155-N,B1,13,551405,五洲会全球购,零售,Wuzhouhui shopping,7,2435030,58.0,144.0,372.0,Q4,Wuzhouhui shopping_Q4
tmpPID_zhdc_foshan_hyc_cluster_28335,6,2023-02-22,1677059610,432.0,zhdc-foshan-hyc-B121-1-N,B1,7,1611213,15分钟,零售,15 minutes,33,4123733,58.0,144.0,372.0,Q4,15 minutes_Q4
ZHDC_foshan_hyc_20230825_clusterid_13841,6,2023-08-25,1692940463,3091.0,zhdc-foshan-hyc-L508-L507-2-N,L5,19,1892535,GT Brunch & Cafe,餐饮,GT Brunch & Cafe,3,3423339,59.0,406.0,2865.0,Q4,GT Brunch & Cafe_Q4
ZHDC_foshan_hyc_20230519_clusterid_22062,6,2023-05-19,1684500354,371.0,zhdc-foshan-hyc-B155-N,B1,52,1463792,五洲会全球购,零售,Wuzhouhui shopping,7,1849296,58.0,144.0,372.0,Q3,Wuzhouhui shopping_Q3
ZHDC_foshan_hyc_20230205_clusterid_22521,7,2023-02-05,1675583342,71.0,zhdc-foshan-hyc-L231-1-N,L2,100,703780,ICY,零售,Icy,14,514152,58.0,144.0,372.0,Q2,Icy_Q2
ZHDC_foshan_hyc_20230130_clusterid_22818,7,2023-01-30,1675070633,2882.0,zhdc-foshan-hyc-B151-152-1-N,B1,36,585843,麦当劳,餐饮,Mcdonald's,5,428304,59.0,406.0,2865.0,Q4,Mcdonald's_Q4
tmpPID_zhdc_foshan_hyc_cluster_39775,7,2023-01-06,1672999997,,zhdc-foshan-hyc-B155-N,B1,1,1640967,五洲会全球购,零售,Wuzhouhui shopping,6,4135587,58.0,144.0,372.0,Q4,Wuzhouhui shopping_Q4
ZHDC_foshan_hyc_20230605_clusterid_8011,7,2023-06-05,1685962857,1676.0,zhdc-foshan-hyc-L501-502-N,L5,14,118070,小荔园,餐饮,Xiaol yuan,9,2118218,59.0,406.0,2865.0,Q3,Xiaol yuan_Q3
tmpPID_zhdc_foshan_hyc_cluster_1814,6,2023-07-01,1688204839,962.0,zhdc-foshan-hyc-B110-N,B1,19,2766735,沃尔玛,主力店,Walmart,104,4112483,131.0,634.0,1537.0,Q3,Walmart_Q3
ZHDC_foshan_hyc_20230212_clusterid_26250,6,2023-02-12,1676184903,,zhdc-foshan-hyc-L205-1-N,L2,47,828134,DILì,零售,Dilì,27,600270,58.0,144.0,372.0,Q4,Dilì_Q4
ZHDC_foshan_hyc_20230131_clusterid_10349,7,2023-01-31,1675136960,91.0,zhdc-foshan-hyc-L231-1-N,L2,24,593427,LIULIUMO,零售,Liuliumo,40,433586,58.0,144.0,372.0,Q2,Liuliumo_Q2
ZHDC_foshan_hyc_20230708_clusterid_31884,6,2023-07-08,1688809266,1475.0,zhdc-foshan-hyc-B102-N,B1,32,783794,苏阁鲜茶,餐饮,Suge tea,10,2603827,59.0,406.0,2865.0,Q3,Suge tea_Q3
ZHDC_foshan_hyc_20230819_clusterid_23255,7,2023-08-19,1692420213,51.0,zhdc-foshan-hyc-L521-N,L5,10,1757060,西贝,餐饮,Xibei,3,3322583,59.0,406.0,2865.0,Q1,Xibei_Q1
ZHDC_foshan_hyc_20230218_clusterid_23053,7,2023-02-18,1676718834,17.0,zhdc-foshan-hyc-L512-1-L511-N,L5,50,934598,蛙小侠,餐饮,Frog xiaoxia,5,674941,59.0,406.0,2865.0,Q1,Frog xiaoxia_Q1
ZHDC_foshan_hyc_20230405_clusterid_28027,6,2023-04-05,1680663947,76.0,zhdc-foshan-hyc-L127-N,L1,7,646529,影儿,零售,Shadow,17,1270477,58.0,144.0,372.0,Q2,Shadow_Q2
ZHDC_foshan_hyc_20230721_clusterid_17165,7,2023-07-21,1689942190,33.0,zhdc-foshan-hyc-B153-N,B1,44,1075881,初糖,餐饮,Initial sugar,9,2819925,59.0,406.0,2865.0,Q1,Initial sugar_Q1
ch12003_20230604102800-25218462,6,2023-06-04,1685846775,215.0,zhdc-foshan-hyc-B125-B126-N,B1,2,2600559,鲍师傅,餐饮,Baoshifu,2,4011056,59.0,406.0,2865.0,Q2,Baoshifu_Q2
ZHDC_foshan_hyc_20230409_clusterid_17200,6,2023-04-09,1681016882,4972.0,zhdc-foshan-hyc-L426-N,L4,100,718429,狩锅,餐饮,Hunting pot,5,1322386,59.0,406.0,2865.0,Q4,Hunting pot_Q4
ZHDC_foshan_hyc_20230708_clusterid_34030,6,2023-07-08,1688804180,10019.0,zhdc-foshan-hyc-L313-N,L3,48,785759,英氏,儿童,Yingshi,9,2605434,68.0,229.0,917.0,Q4,Yingshi_Q4
ZHDC_foshan_hyc_20230707_clusterid_222,6,2023-07-07,1688714440,,zhdc-foshan-hyc-L116-N,L1,73,753054,奈雪の茶,餐饮,Nayuki tea,4,2580564,59.0,406.0,2865.0,Q4,Nayuki tea_Q4
ZHDC_foshan_hyc_20230619_clusterid_5246,7,2023-06-19,1687143512,66.0,zhdc-foshan-hyc-B127-N,B1,9,382272,下午三点,餐饮,Xia wu san dian,5,2308989,59.0,406.0,2865.0,Q2,Xia wu san dian_Q2
ch11025_20230609214700-00429127,6,2023-06-09,1686319574,,zhdc-foshan-hyc-B154-N,B1,1,2541949,生活无忧,零售,Wuyou,3,3943445,58.0,144.0,372.0,Q4,Wuyou_Q4
ZHDC_foshan_hyc_20230305_clusterid_26143,6,2023-03-05,1677999266,334.0,zhdc-foshan-hyc-B155-N,B1,33,84448,五洲会全球购,零售,Wuzhouhui shopping,7,870135,58.0,144.0,372.0,Q3,Wuzhouhui shopping_Q3
ZHDC_foshan_hyc_20230510_clusterid_9665,6,2023-05-10,1683727045,20.0,zhdc-foshan-hyc-B153-N,B1,6,1310786,安妮黑豹,零售,Annie,2,1741265,58.0,144.0,372.0,Q1,Annie_Q1
ZHDC_foshan_hyc_20230301_clusterid_16714,6,2023-03-01,1677673052,,zhdc-foshan-hyc-L116-N,L1,48,5690,奈雪の茶,餐饮,Nayuki tea,6,814150,59.0,406.0,2865.0,Q4,Nayuki tea_Q4
ZHDC_foshan_hyc_20230614_clusterid_17863,7,2023-06-14,1686750087,54.0,zhdc-foshan-hyc-L225-N,L2,38,275754,MAXMCCOY,零售,Maxmccoy,14,2231467,58.0,144.0,372.0,Q1,Maxmccoy_Q1
ZHDC_foshan_hyc_20230121_clusterid_13120,7,2023-01-21,1674285781,2871.0,zhdc-foshan-hyc-L413-1-L414-N,L4,36,389591,大渝火锅,餐饮,Dayu hot pot,13,281565,59.0,406.0,2865.0,Q4,Dayu hot pot_Q4
ZHDC_foshan_hyc_20230325_clusterid_391,7,2023-03-25,1679742133,3260.0,zhdc-foshan-hyc-L318-L319-N,L3,14,439540,传记潮发,餐饮,Chuan hair,8,1118911,59.0,406.0,2865.0,Q4,Chuan hair_Q4
ZHDC_foshan_hyc_20230622_clusterid_34642,6,2023-06-22,1687437697,128.0,zhdc-foshan-hyc-L136-N,L1,46,440678,喜茶,餐饮,Hey Tea,13,2351483,59.0,406.0,2865.0,Q2,Hey Tea_Q2
ZHDC_foshan_hyc_20230701_clusterid_35300,7,2023-07-01,1688217997,4966.0,zhdc-foshan-hyc-L519-N,L5,44,632782,十三道鱼头汤,餐饮, 13 Fish Head Soup,6,2493102,59.0,406.0,2865.0,Q4, 13 Fish Head Soup_Q4
ZHDC_foshan_hyc_20230318_clusterid_9029,7,2023-03-18,1679114463,,zhdc-foshan-hyc-L130_L131_L134_L228_L230-N,L1,1,322104,H&M,零售,H&M,14,1036039,58.0,144.0,372.0,Q4,H&M_Q4
ZHDC_foshan_hyc_20230208_clusterid_14383,7,2023-02-08,1675860903,874.0,zhdc-foshan-hyc-L314-L315-N,L3,31,749888,棒棒贝贝,儿童,Bangbang beibei,3,546508,68.0,229.0,917.0,Q3,Bangbang beibei_Q3
ZHDC_foshan_hyc_20230127_clusterid_893,6,2023-01-27,1674822617,2492.0,zhdc-foshan-hyc-L514-L515-N,L5,14,530462,鱻生,餐饮,Shan sheng,2,387749,59.0,406.0,2865.0,Q3,Shan sheng_Q3
ZHDC_foshan_hyc_20230820_clusterid_14873,7,2023-08-20,1692508438,992.0,zhdc-foshan-hyc-L519-N,L5,56,1779917,湊湊,餐饮,Minou,8,3340166,59.0,406.0,2865.0,Q3,Minou_Q3
ZHDC_foshan_hyc_20230820_clusterid_20526,6,2023-08-20,1692529206,21.0,zhdc-foshan-hyc-L521-N,L5,93,1785047,西贝,餐饮,Xibei,31,3344132,59.0,406.0,2865.0,Q1,Xibei_Q1
ZHDC_foshan_hyc_20230403_clusterid_4671,7,2023-04-03,1680515660,34.0,zhdc-foshan-hyc-B122-B123-N,B1,62,609766,The Green Party,零售,The green party,12,1243522,58.0,144.0,372.0,Q1,The green party_Q1
ZHDC_foshan_hyc_20230524_clusterid_5696,7,2023-05-24,1684920491,77.0,zhdc-foshan-hyc-B125-B126-N,B1,34,1568031,鲍师傅,餐饮,Baoshifu,4,1926176,59.0,406.0,2865.0,Q2,Baoshifu_Q2
ZHDC_foshan_hyc_20230304_clusterid_28635,6,2023-03-04,1677928362,21.0,zhdc-foshan-hyc-B155-N,B1,66,59550,五洲会全球购,零售,Wuzhouhui shopping,15,851406,58.0,144.0,372.0,Q1,Wuzhouhui shopping_Q1
ZHDC_foshan_hyc_20230326_clusterid_32102,7,2023-03-26,1679818941,12.0,zhdc-foshan-hyc-B127-N,B1,14,464195,下午三点,餐饮,Xia wu san dian,3,1138212,59.0,406.0,2865.0,Q1,Xia wu san dian_Q1
ZHDC_foshan_hyc_20230309_clusterid_11864,7,2023-03-09,1678348246,11.0,zhdc-foshan-hyc-B110-N,B1,52,142980,沃尔玛,主力店,Walmart,2,910473,131.0,634.0,1537.0,Q1,Walmart_Q1
ZHDC_foshan_hyc_20230729_clusterid_25549,6,2023-07-29,1690608596,172.0,zhdc-foshan-hyc-B125-B126-N,B1,25,1273262,鲍师傅,餐饮,Baoshifu,8,2966581,59.0,406.0,2865.0,Q2,Baoshifu_Q2
ZHDC_foshan_hyc_20230613_clusterid_10791,7,2023-06-13,1686634538,1859.0,zhdc-foshan-hyc-L425-N,L4,3,255004,敏华冰厅,餐饮,Minhua ice hall,3,2217353,59.0,406.0,2865.0,Q3,Minhua ice hall_Q3
ZHDC_foshan_hyc_20230225_clusterid_12334,6,2023-02-25,1677318177,203.0,zhdc-foshan-hyc-B135-B136-N,B1,12,1048645,QUEENCHOICE,零售,Queenchoice,8,752970,58.0,144.0,372.0,Q3,Queenchoice_Q3
ZHDC_foshan_hyc_20230831_clusterid_21203,7,2023-08-31,1693481253,287.0,zhdc-foshan-hyc-L523-N,L5,259,2032837,蔬稻餐厅,餐饮,Vegetable rice restaurant,12,3527260,59.0,406.0,2865.0,Q2,Vegetable rice restaurant_Q2
ZHDC_foshan_hyc_20230710_clusterid_18830,6,2023-07-10,,,zhdc-foshan-hyc-B154-N,B1,1,835993,生活无忧,零售,Wuyou,25,2644252,58.0,144.0,372.0,Q4,Wuyou_Q4
ZHDC_foshan_hyc_20230824_clusterid_1455,7,2023-08-24,1692884637,7046.0,zhdc-foshan-hyc-L222-N,L2,3,1872955,广海·广东小海鲜,餐饮,Guanghai· seafood,2,3409231,59.0,406.0,2865.0,Q4,Guanghai· seafood_Q4
ZHDC_foshan_hyc_20230503_clusterid_12095,6,2023-05-03,1683113084,4236.0,zhdc-foshan-hyc-L523-N,L5,5,1182340,蔬稻餐厅,餐饮,Vegetable rice restaurant,3,1652913,59.0,406.0,2865.0,Q4,Vegetable rice restaurant_Q4
ZHDC_foshan_hyc_20230610_clusterid_22136,7,2023-06-10,1686398858,532.0,zhdc-foshan-hyc-L505-N,L5,23,191526,元气寿司,餐饮,Genki sushi,5,2169561,59.0,406.0,2865.0,Q3,Genki sushi_Q3
ch11025_20230326114900-00362369,6,2023-03-26,1679803131,,zhdc-foshan-hyc-B154-N,B1,1,2115268,QQ FAMILY,零售,QQ family,3,3914336,58.0,144.0,372.0,Q4,QQ family_Q4
ZHDC_foshan_hyc_20230405_clusterid_23345,6,2023-04-05,1680673244,2919.0,zhdc-foshan-hyc-L325-1-N,L3,21,642322,伊维斯ENWEIS,零售,Enweis,21,1267071,58.0,144.0,372.0,Q4,Enweis_Q4
tmpPID_zhdc_foshan_hyc_cluster_12594,6,2023-01-11,1673411347,36.0,zhdc-foshan-hyc-L523-N,L5,5,1555746,榕意,餐饮,Rongyi,94,4106325,59.0,406.0,2865.0,Q1,Rongyi_Q1
ZHDC_foshan_hyc_20230819_clusterid_23886,6,2023-08-19,,,zhdc-foshan-hyc-L205-1-N,L2,1,1757663,NOAH OPTICAL诺亚视光,零售,Noah optics,6,3323061,58.0,144.0,372.0,Q4,Noah optics_Q4
ZHDC_foshan_hyc_20230715_clusterid_28330,6,2023-07-15,1689420071,23.0,zhdc-foshan-hyc-B156-2-N,B1,45,946031,GUMO GUMO,餐饮,Gumo gumo,7,2723884,59.0,406.0,2865.0,Q1,Gumo gumo_Q1
ch12013_20230715125100-00392188,6,2023-07-15,,,zhdc-foshan-hyc-B139-N,B1,1,2660526,食其家,餐饮,Shiqijia,2,4060815,59.0,406.0,2865.0,Q4,Shiqijia_Q4
ZHDC_foshan_hyc_20230618_clusterid_8056,6,2023-06-18,1687071840,183.0,zhdc-foshan-hyc-B110-N,B1,17,370467,沃尔玛,主力店,Walmart,5,2300930,131.0,634.0,1537.0,Q2,Walmart_Q2
ZHDC_foshan_hyc_20230815_clusterid_22081,7,2023-08-15,1692102492,214.0,zhdc-foshan-hyc-B125-B126-N,B1,60,1675106,鲍师傅,餐饮,Baoshifu,11,3264049,59.0,406.0,2865.0,Q2,Baoshifu_Q2
ZHDC_foshan_hyc_20230405_clusterid_849,6,2023-04-05,1680662906,126.0,zhdc-foshan-hyc-L231-4-5-N,L2,27,656081,先行书店,娱乐配套,Xianxing bookstore,12,1277864,64.0,243.0,787.0,Q2,Xianxing bookstore_Q2
ZHDC_foshan_hyc_20230601_clusterid_20582,7,2023-06-01,1685618570,1149.0,zhdc-foshan-hyc-L506-L507-1-N,L5,37,9497,美奈小馆,餐饮,Meinai tavern,12,2034862,59.0,406.0,2865.0,Q3,Meinai tavern_Q3
ZHDC_foshan_hyc_20230224_clusterid_10733,6,2023-02-24,,,zhdc-foshan-hyc-L205-1-N,L2,1,1030418,cosyroom,零售,Cosyroom,5,740423,58.0,144.0,372.0,Q4,Cosyroom_Q4
ZHDC_foshan_hyc_20230711_clusterid_18923,6,2023-07-11,,,zhdc-foshan-hyc-L135-2-N,L1,1,855664,周生生,零售,Chow sang sang,4,2658212,58.0,144.0,372.0,Q4,Chow sang sang_Q4
ZHDC_foshan_hyc_20230729_clusterid_30041,6,2023-07-29,1690616446,198.0,zhdc-foshan-hyc-B155-N,B1,93,1277329,五洲会全球购,零售,Wuzhouhui shopping,9,2969798,58.0,144.0,372.0,Q3,Wuzhouhui shopping_Q3
ZHDC_foshan_hyc_20230123_clusterid_8030,7,2023-01-23,1674466535,661.0,zhdc-foshan-hyc-B129-N,B1,83,440800,COCO都可,餐饮,Coco ,6,320277,59.0,406.0,2865.0,Q3,Coco _Q3
ZHDC_foshan_hyc_20230816_clusterid_11662,6,2023-08-16,1692183544,478.0,zhdc-foshan-hyc-B121-1-N,B1,15,1685160,小许同学四年二班,零售,Xiaoxu,5,3270834,58.0,144.0,372.0,Q4,Xiaoxu_Q4
ZHDC_foshan_hyc_20230711_clusterid_3199,6,2023-07-11,1689079005,,zhdc-foshan-hyc-L135-2-N,L1,29,862319,周生生,零售,Chow sang sang,2,2663185,58.0,144.0,372.0,Q4,Chow sang sang_Q4
ch11025_20230408140500-00351961,6,2023-04-08,1680934615,21.0,zhdc-foshan-hyc-B154-N,B1,1,2121746,小许同学四年二班,零售,Xiaoxu,6,3920814,58.0,144.0,372.0,Q1,Xiaoxu_Q1
ZHDC_foshan_hyc_20230820_clusterid_29600,7,2023-08-20,1692505572,2153.0,zhdc-foshan-hyc-L425-N,L4,5,1793212,敏华冰厅,餐饮,Minhua ice hall,2,3350479,59.0,406.0,2865.0,Q3,Minhua ice hall_Q3
